coin,name,networkList
REEF,Reef,"[{'coin': 'REEF', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Reef', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '3881', 'withdrawIntegerMultiple': None, 'withdrawMax': '84000000', 'withdrawMin': '13086', 'sameAddress': False, 'contract': '0xfe3e6a25e6b192a42a44ecddcd13796471735acf', 'withdrawTips': None, 'depositTips': None}, {'coin': 'REEF', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Reef', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '95', 'withdrawIntegerMultiple': None, 'withdrawMax': '84000000', 'withdrawMin': '200', 'sameAddress': False, 'contract': '0xF21768cCBC73Ea5B6fd3C687208a7c2def2d966e', 'withdrawTips': None, 'depositTips': None}]"
TRIAS,Trias,"[{'coin': 'TRIAS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Trias', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0.15', 'withdrawIntegerMultiple': None, 'withdrawMax': '28500', 'withdrawMin': '0.666666', 'sameAddress': False, 'contract': '0xa4838122c683f732289805FC3C207Febd55BabDD', 'withdrawTips': None, 'depositTips': None}]"
OMX,Omix,"[{'coin': 'OMX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Omix', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0xb5dbc6d3cf380079df3b27135664b6bcf45d1869', 'withdrawTips': None, 'depositTips': None}]"
NFTART,NFT Art Finance,"[{'coin': 'NFTART', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'NFT Art Finance', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '4401705000', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000000000000', 'withdrawMin': '7960000000', 'sameAddress': False, 'contract': '0xf7844cb890f4c339c497aeab599abdc3c874b67a', 'withdrawTips': 'Please note that there will be an additional 10% fee for each transfer of NFTART to the official smart contract.', 'depositTips': 'Please note that NFTART will charge a 20% fee for each deposit (including 10% for transfer to official smart contracts and 10% for funds pooling on the platform).'}]"
POLYPAD,PolyPad,"[{'coin': 'POLYPAD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'PolyPad', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '83000000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0x8AE619D633cCe175A2fBcfA1cEA119DDC80F1342', 'withdrawTips': None, 'depositTips': None}, {'coin': 'POLYPAD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 300, 'name': 'PolyPad', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '5000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0x30eA765D4DDA26e0f89e1B23A7c7b2526B7d29ec', 'withdrawTips': None, 'depositTips': None}]"
KIBA,Kiba Inu,"[{'coin': 'KIBA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Kiba Inu', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '171457', 'withdrawIntegerMultiple': None, 'withdrawMax': '70000000000', 'withdrawMin': '205000', 'sameAddress': False, 'contract': '0xC3afDe95B6Eb9ba8553cDAea6645D45fB3a7FAF5', 'withdrawTips': None, 'depositTips': None}, {'coin': 'KIBA', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 64, 'name': 'Kiba Inu', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '5090452', 'withdrawIntegerMultiple': None, 'withdrawMax': '70000000000', 'withdrawMin': '6650274', 'sameAddress': False, 'contract': '0x005D1123878Fc55fbd56b54C73963b234a64af3c', 'withdrawTips': None, 'depositTips': None}]"
CALM,Calm Finance,"[{'coin': 'CALM', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Calm Finance', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '6', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '7.2', 'sameAddress': False, 'contract': '0xC50F73D24235B37bBDbB7CD07eCAf9dB843c7f84', 'withdrawTips': None, 'depositTips': None}]"
MOJO,MojoCoin,"[{'coin': 'MOJO', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'MojoCoin', 'network': 'APTOS(APT)', 'withdrawEnable': False, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '200000', 'withdrawMin': '0', 'sameAddress': False, 'contract': '0x881ac202b1f1e6ad4efcff7a1d0579411533f2502417a19211cfc49751ddb5f4::coin::MOJO', 'withdrawTips': ""As MOJO runs on APTOS chain, it's mandatory for users to activate MOJO(contract : 0x881ac202b1f1e6ad4efcff7a1d0579411533f2502417a19211cfc49751ddb5f4::coin::MOJO) on the address. Otherwise, the withdrawal won't be credited."", 'depositTips': None}]"
AICOIN1,AICoin,"[{'coin': 'AICOIN1', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'AICoin', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '20545', 'withdrawIntegerMultiple': None, 'withdrawMax': '7000000000', 'withdrawMin': '29329.2', 'sameAddress': False, 'contract': '0xC8354507f0361712143efa635cCE060788888888', 'withdrawTips': ""The token name of AICoin (AI) is AICOIN1 in MEXC; The last digits of the token's contract address are 8888, please make sure they're correct before taking action."", 'depositTips': ""The token name of AICoin (AI) is AICOIN1 in MEXC; The last digits of the token's contract address are 8888, please make sure they're correct before taking action.""}]"
ONC,OneCash,"[{'coin': 'ONC', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'OneCash', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '0.002', 'sameAddress': False, 'contract': '0xd90e69f67203ebe02c917b5128629e77b4cd92dc', 'withdrawTips': None, 'depositTips': None}]"
ONE,Harmony,"[{'coin': 'ONE', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 70, 'name': 'Harmony', 'network': 'ONE', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '20000000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '', 'withdrawTips': 'ONE has changed the deposit address, please operate after generating a new address on the deposit page.', 'depositTips': 'ONE has changed the deposit address, please operate after generating a new address on the deposit page.'}]"
MELDOLD2,MELD,"[{'coin': 'MELDOLD2', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 35, 'name': 'MELD', 'network': 'Cardano(ADA)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '13125885.835', 'withdrawMin': '10000', 'sameAddress': False, 'contract': '6ac8ef33b510ec004fe11585f7c5a9f0c07f0c23428ab4f29c1d7d10#4d454c44', 'withdrawTips': None, 'depositTips': None}]"
FAYRE,Fayre,"[{'coin': 'FAYRE', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Fayre', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xAb4C44973BEFba9294F47e21E6BEB79A3C1D7d9F', 'withdrawTips': None, 'depositTips': None}]"
ONG,Ontology Gas,"[{'coin': 'ONG', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 15, 'name': 'Ontology Gas', 'network': 'ONT', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '900000', 'withdrawMin': '15', 'sameAddress': False, 'contract': '0200000000000000000000000000000000000000', 'withdrawTips': None, 'depositTips': None}]"
VICS,RoboFi,"[{'coin': 'VICS', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'RoboFi', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '5', 'withdrawIntegerMultiple': None, 'withdrawMax': '2570000', 'withdrawMin': '6', 'sameAddress': False, 'contract': '0x9bcab88763c33a95e73bc6dcf80fcf27a77090b2', 'withdrawTips': None, 'depositTips': None}]"
ALGO,Algorand,"[{'coin': 'ALGO', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 10, 'name': 'Algorand', 'network': 'Algorand(ALGO)', 'withdrawEnable': True, 'withdrawFee': '0.1', 'withdrawIntegerMultiple': None, 'withdrawMax': '1000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
LOVELY,Lovely Inu,"[{'coin': 'LOVELY', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Lovely Inu', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '2125512', 'withdrawIntegerMultiple': None, 'withdrawMax': '2900000000000', 'withdrawMin': '3000000', 'sameAddress': False, 'contract': '0x9e24415d1e549ebc626a13a482bb117a2b43e9cf', 'withdrawTips': None, 'depositTips': None}]"
ONT,Ontology Token,"[{'coin': 'ONT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 15, 'name': 'Ontology Token', 'network': 'ONT', 'withdrawEnable': True, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '1200000', 'withdrawMin': '10', 'sameAddress': False, 'contract': '0100000000000000000000000000000000000000', 'withdrawTips': None, 'depositTips': None}]"
ONS,OneShare,"[{'coin': 'ONS', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'OneShare', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '1500', 'withdrawMin': '0.002', 'sameAddress': False, 'contract': '0x5bb29c33c4a3c29f56f8aca40b4db91d8a5fe2c5', 'withdrawTips': None, 'depositTips': None}]"
ONX,OnXfinance,"[{'coin': 'ONX', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'OnXfinance', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '3000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xe0ad1806fd3e7edf6ff52fdb822432e847411033', 'withdrawTips': None, 'depositTips': None}]"
ALGB,Algebra,"[{'coin': 'ALGB', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 300, 'name': 'Algebra', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '28', 'withdrawIntegerMultiple': None, 'withdrawMax': '10000000', 'withdrawMin': '50', 'sameAddress': False, 'contract': '0x0169eC1f8f639B32Eec6D923e24C2A2ff45B9DD6', 'withdrawTips': None, 'depositTips': None}]"
AIAKITA,AiAkita,"[{'coin': 'AIAKITA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'AiAkita', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': True, 'withdrawFee': '11764705882352.941176', 'withdrawIntegerMultiple': None, 'withdrawMax': '2352941176470588235.294117', 'withdrawMin': '23529411764705.882352', 'sameAddress': False, 'contract': '0x38c2fBdF53b451Ae5c4027711D6Fe5E1B2191B1C', 'withdrawTips': 'Please note that there will be an additional  5% fee for each transfer of AIAKITA to the official smart contract.', 'depositTips': 'Please note that AIAKITA will charge a 10% fee for each deposit (including 5% for transfer to official smart contracts and 5% for funds pooling on the platform).'}]"
REI1,Zerogoki,"[{'coin': 'REI1', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Zerogoki', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '28000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0x011864D37035439E078d64630777Ec518138aF05', 'withdrawTips': None, 'depositTips': None}]"
MEGODS,MemeGods,"[{'coin': 'MEGODS', 'depositDesc': 'Deposit is prohibited (forced deposit may result in asset loss)', 'depositEnable': False, 'minConfirm': 64, 'name': 'MemeGods', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '166666666666.666666', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xc6980fA29A42e44852E29492268d9285d89c9DAc', 'withdrawTips': 'Please note that there will be an additional  2% fee for each transfer of MEGODS to the official smart contract.', 'depositTips': 'Please note that there will be an additional  2% fee for each transfer of MEGODS to the official smart contract.'}]"
WOFO1,World Football1,"[{'coin': 'WOFO1', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'World Football1', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '500', 'withdrawIntegerMultiple': None, 'withdrawMax': '100000000', 'withdrawMin': '1000', 'sameAddress': False, 'contract': '0xaD2C9433C8cada6Aa01271eDB300975a68Db7D02', 'withdrawTips': None, 'depositTips': None}]"
MOIL,Moovy,"[{'coin': 'MOIL', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Moovy', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '1.3', 'withdrawIntegerMultiple': None, 'withdrawMax': '2600000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '0xA0a4C12AA90Fe439b07b16657Cd2C12E4d41e25f', 'withdrawTips': None, 'depositTips': None}]"
OOE,OpenOcean,"[{'coin': 'OOE', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'OpenOcean', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '9', 'withdrawIntegerMultiple': None, 'withdrawMax': '14000000', 'withdrawMin': '18', 'sameAddress': False, 'contract': '0x8ea5219a16c2dbF1d6335A6aa0c6bd45c50347C5', 'withdrawTips': ""The last digits of the token's contract address are 47C5, please make sure they're correct before taking action."", 'depositTips': ""The last digits of the token's contract address are 47C5, please make sure they're correct before taking action.""}]"
SHIT,ShitCoin,"[{'coin': 'SHIT', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'ShitCoin', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '1390905955', 'withdrawIntegerMultiple': None, 'withdrawMax': '12000000000000', 'withdrawMin': '1702142491.2', 'sameAddress': False, 'contract': '0x4e4a47cAC6A28A62dcC20990ed2cdA9BC659469F', 'withdrawTips': None, 'depositTips': None}]"
NAKA,Nakamoto Games,"[{'coin': 'NAKA', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 500, 'name': 'Nakamoto Games', 'network': 'Polygon(MATIC)', 'withdrawEnable': True, 'withdrawFee': '0.1', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0x311434160d7537be358930def317afb606c0d737', 'withdrawTips': None, 'depositTips': None}]"
LEASH,Doge Killer,"[{'coin': 'LEASH', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'Doge Killer', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '2000', 'withdrawMin': '0.01', 'sameAddress': False, 'contract': '0x27C70Cd1946795B66be9d954418546998b546634', 'withdrawTips': None, 'depositTips': None}]"
NAKI,NAKI,"[{'coin': 'NAKI', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'NAKI', 'network': 'NONE', 'withdrawEnable': False, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '8700000', 'withdrawMin': '2', 'sameAddress': False, 'contract': '', 'withdrawTips': None, 'depositTips': None}]"
DEXIOLD,Dexioprotocol,"[{'coin': 'DEXIOLD', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Dexioprotocol', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '22000000000', 'withdrawMin': '500000', 'sameAddress': False, 'contract': '0x29b1E39A529d3B3cacEA55989594F71813e998Bb', 'withdrawTips': 'Each DEXIOLD transfer will be charged an additional 5% fee by the official smart contract. Please confirm before depositing.', 'depositTips': 'Each DEXIOLD transfer will be charged an additional 5% fee by the official smart contract. Please confirm before depositing.'}]"
KZEN,Kaizen Finance,"[{'coin': 'KZEN', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Kaizen Finance', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '125', 'withdrawIntegerMultiple': None, 'withdrawMax': '8000000', 'withdrawMin': '200.4', 'sameAddress': False, 'contract': '0x4550003152F12014558e5CE025707E4DD841100F', 'withdrawTips': None, 'depositTips': None}]"
EGRN,Energreen,"[{'coin': 'EGRN', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Energreen', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '2.5', 'withdrawIntegerMultiple': None, 'withdrawMax': '50000', 'withdrawMin': '5', 'sameAddress': False, 'contract': '0xDB8d6D3AC21e4efE3675BBB18514010AC9C5558F', 'withdrawTips': None, 'depositTips': None}]"
CALO,Calo,"[{'coin': 'CALO', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 12, 'name': 'Calo', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '7000000', 'withdrawMin': '1', 'sameAddress': False, 'contract': '0xb6b91269413b6B99242B1c0Bc611031529999999', 'withdrawTips': None, 'depositTips': None}]"
XAI,Xai,"[{'coin': 'XAI', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 100, 'name': 'Xai', 'network': 'Arbitrum One(ARB)', 'withdrawEnable': False, 'withdrawFee': '1', 'withdrawIntegerMultiple': None, 'withdrawMax': '300000', 'withdrawMin': '5', 'sameAddress': False, 'contract': '0x4Cb9a7AE498CEDcBb5EAe9f25736aE7d428C9D66', 'withdrawTips': '', 'depositTips': ''}]"
NANA,Bananace,"[{'coin': 'NANA', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 12, 'name': 'Bananace', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': False, 'withdrawFee': '1428571428.571428', 'withdrawIntegerMultiple': None, 'withdrawMax': '285714285714285.714285', 'withdrawMin': '2857142857.142856', 'sameAddress': False, 'contract': '0x3194E783fDBAff5edACB71AFb6E4c8D7AA67AC61', 'withdrawTips': None, 'depositTips': None}]"
ALIX,AiLink,"[{'coin': 'ALIX', 'depositDesc': None, 'depositEnable': False, 'minConfirm': 64, 'name': 'AiLink', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '0', 'withdrawIntegerMultiple': None, 'withdrawMax': '25000000', 'withdrawMin': '100', 'sameAddress': False, 'contract': '0x7c232707ee4e3696ad23733e4e4135682a40e89f', 'withdrawTips': None, 'depositTips': None}]"
DUSK,Dusk Network,"[{'coin': 'DUSK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 64, 'name': 'Dusk Network', 'network': 'Ethereum(ERC20)', 'withdrawEnable': True, 'withdrawFee': '41', 'withdrawIntegerMultiple': None, 'withdrawMax': '3800000', 'withdrawMin': '48', 'sameAddress': False, 'contract': '0x940a2dB1B7008B6C776d4faaCa729d6d4A4AA551', 'withdrawTips': None, 'depositTips': None}, {'coin': 'DUSK', 'depositDesc': None, 'depositEnable': True, 'minConfirm': 12, 'name': 'Dusk Network', 'network': 'BNB Smart Chain(BEP20)', 'withdrawEnable': True, 'withdrawFee': '3', 'withdrawIntegerMultiple': None, 'withdrawMax': '3800000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0xB2BD0749DBE21f623d9BABa856D3B0f0e1BFEc9C', 'withdrawTips': None, 'depositTips': None}]"
LSCOLD,Littlesesame,"[{'coin': 'LSCOLD', 'depositDesc': 'Deposit suspended due to wallet maintenance', 'depositEnable': False, 'minConfirm': 64, 'name': 'Littlesesame', 'network': 'Ethereum(ERC20)', 'withdrawEnable': False, 'withdrawFee': '10', 'withdrawIntegerMultiple': None, 'withdrawMax': '500000', 'withdrawMin': '20', 'sameAddress': False, 'contract': '0xc77d7e0dd7b2a01b990e866feb21d031f1418c2e', 'withdrawTips': None, 'depositTips': None}]"
